2.122663659535982958e+02 4.034456444360760941e+01 -1.781021087549285937e+02
1.469234754189272110e+02 -1.632426207791627348e+02 -1.936860495465002145e+02
2.739016341047422287e+01 -2.869420525946889029e+02 -6.576702153702483145e+01
-5.232460552480840477e+01 3.309427808187672326e+01 2.816745730298536614e+02
-1.644007155688860564e+02 1.950987681900821826e+02 1.528477232753501198e+02
2.141972640776719459e+02 1.061683426934543348e+02 -1.660656757467100704e+02
1.484682990625054515e+02 -2.122762392201096873e+02 1.110791445798961661e+02
-8.782663100865848094e+01 -1.324326830661329950e+02 -2.448139195689842325e+02
-2.838201529594100521e+02 -8.949334032297684871e+01 -2.013976882111586875e+01
2.556924397881413142e+02 -8.980488656335413111e+01 -1.041254902229642028e+02
-1.269848295131148603e+02 -2.148988343585280631e+02 1.558733757619524454e+02
2.553875486067398981e+02 -1.302506490309359322e+02 2.392333517116258790e+01
4.440445421345423682e+01 -2.656520234284579018e+01 -2.902997792971503941e+02
1.790228292326816586e+02 -1.823716790153563068e+02 1.469826973559824239e+02
-2.721212204176119940e+02 6.215679976626876879e+00 -1.041421128544721597e+02
-2.317427257154800770e+02 1.714897434452321932e+02 -1.047608217527024799e+01
5.881461309242182978e+01 -1.925021137596922358e+02 -2.048091933188989913e+02
2.758593839040696594e+02 8.595749824815852946e+01 7.001891431302124147e+01
3.542537018233810642e+01 -2.452254236705409198e+02 -1.680482541581259568e+02
2.439971574566314132e+02 8.015292770519563703e+01 1.455627601714461434e+02
1.089899893823517232e+02 5.269247330766088311e+01 2.602393149087054098e+02
2.607454848280314081e+02 -1.447892295515410979e+02 2.324834425892048273e+01
1.938324379640368988e+01 1.124868404694906232e+01 -2.932775791648803647e+02
2.611130508518237434e+02 9.373195756174769144e+01 1.095380320088822259e+02
2.329080900969695165e+02 7.913782790149070934e+01 1.402544558753989463e+02
-6.322355615680037744e+01 -2.916358554224637487e+02 -1.640907290945749253e+01
-1.248362784110388617e+02 -2.063179856285469498e+02 -1.743862195284339691e+02
8.353266921785852617e+01 2.695883921409386517e+02 -9.135281261587681456e+01
2.522950563959646786e+02 -1.527743873747463397e+02 8.098664656684553265e+00
1.998961059065978532e+02 6.872231953985647124e+01 -1.980429161232329989e+02
3.031039880010580845e+01 2.815612962503174117e+02 9.729596367643704014e+01
-5.848684735686953928e+01 -2.648197074049097068e+02 -4.529843240930646431e+01
-8.565292892019016335e+01 2.608158721283760428e+02 -1.032789666055996349e+02
-7.295491292103019987e+01 -2.854632055705861262e+02 4.090212354010015616e+01
-9.038337200009671335e+01 -3.898498940112057198e+01 -2.829887973153519738e+02
-1.613966454159536568e+01 -5.752632770917194271e+00 -2.859911501883242408e+02
2.389902737281307168e+02 -1.499572647528942753e+02 -8.691384092414112672e+01
2.149042557615128999e+02 -1.734754288013850498e+02 -1.074415663922536766e+02
-4.816623333041648181e+01 2.845769372910122570e+02 -3.619520295627805240e+01
9.050192769536866422e+01 -1.153355786731547283e+02 -2.388890131055551933e+02
7.737267026856754626e+01 1.380667856356479319e+02 -2.400182448048711592e+02
4.886282178456122693e+01 1.387404740900137199e+02 -2.545177506468597244e+02
1.207241269555850636e+02 8.449996658659253512e+01 2.603840641394089062e+02
1.210445743931124127e+02 1.671229759158953243e+02 -2.159372307240251132e+02
1.697861623863919931e+02 1.972172773047493877e+02 1.401776280848114311e+02
-1.285390963586731061e+02 -2.557027857611539048e+02 -1.556878661549251142e+01
-4.065301980486857047e+01 -2.903290013774160343e+02 6.186580667719304927e+01
-1.497353970722941519e+00 2.881930154443014089e+02 -2.240411683198250969e+01
-2.721809779997225860e+02 5.545531021174347330e+01 5.222134069454930483e+01
1.231449521145675732e+02 -2.362675204970632308e+02 -8.242496011045018633e+01
2.025508654003562299e+02 -1.444996922064270848e+02 -1.675093479269287684e+02
-6.075102653429393484e+01 3.235379400775507719e+01 -2.835247814038360730e+02
2.419118144947449522e+01 -1.745106189829962204e+02 -2.191443478802043217e+02
-1.529032436706071962e+02 -7.951159173741655195e+01 -2.387250578854163621e+02
-2.191892438062257327e+02 -3.783244041906769439e+01 1.779203981739268841e+02
-2.438557172265285544e+02 -1.233313454484258784e+02 1.233714177654703690e+02
1.399679217316721918e+02 -2.337965431576276671e+02 -1.230165737295608892e+02
2.454154447123997613e+02 1.555141286774022831e+02 -4.076783500945865768e+01
1.296338254520826467e+02 1.502090989190565153e+02 -1.979871781166668256e+02
2.212974107769697412e+02 1.376984685732874709e+02 -1.459263356173073589e+02
1.444356912746504840e+01 -1.259750579919996625e+02 -2.659712324115641877e+02
6.648934306708228803e+01 -2.478566398445483898e+01 2.733456490228670077e+02
2.181704716915625681e+02 3.680351163202958986e+01 1.840307990861928715e+02
-6.097985070683454722e+01 2.329908808680381753e+02 -1.487474572695515462e+02
-2.208320815336686564e+02 3.494185553077871731e+01 1.837388750720237169e+02
-4.627538304418987991e+01 -2.801018665302984800e+01 -2.933022482183161515e+02
-1.005208111745014321e+02 -2.433026235922460785e+02 1.435961637846249914e+02
-1.150659614947512921e+02 1.786726955482981793e+02 -2.040616621416971554e+02
2.260483039959639200e+02 4.316975754879169358e+01 1.668213397652145318e+02
-6.068963489529932787e+01 1.367718775820312566e-02 2.812893648768894650e+02
-1.742051357502203359e+02 -1.846227561056626314e+02 8.790736339430968371e+01
1.877399052955811953e+02 -2.194291536606036743e+02 5.853212697125560027e+01
-3.710858986004924986e+01 2.683425679038699627e+02 -2.620616599608764830e+01
2.131405145180530383e+02 1.008223457158552527e+01 1.690244647802408906e+02
-2.252095109363225447e+02 -7.570822428428562034e+01 -1.328652924660385111e+02
-1.121974708696114647e+02 -6.809422798636924767e+01 -2.438712286393182467e+02
7.494895114425833071e+01 5.782713890390615319e+01 2.645302137394260171e+02
-1.080457097432198594e+02 2.471355311732146731e+02 1.333601297751768477e+01
2.957317799225476307e+01 2.567567777862565777e+02 -1.152256301990445451e+02
-2.560445177182803604e+02 -6.597311077183945827e+01 8.962680945704403257e+01
-1.552065321391101236e+02 1.230816646498225424e+02 1.587961968566677058e+02
-3.020667916647718609e+00 2.601478084106296365e+02 -4.788273032601638590e+01
-1.618258738586214918e+01 -2.266344148408626609e+02 1.580741235487944039e+02
2.730428276008341015e+01 -2.383155087695755014e+02 1.746336101344800511e+02
8.378306079579930099e+01 2.587796061036188462e+02 -6.003550478400602231e+01
4.159505351574154020e+01 -2.897763686712364120e+02 -6.452508617806263658e+01
1.524082124931326518e+02 -1.257957667981463459e+02 1.864675097093154932e+02
1.408497730040659519e+02 -2.473262077087573516e+02 6.405717872007468827e+01
2.162623323615360960e+02 7.963488658053753966e+01 1.298816972069063240e+02
-9.147779747530688610e+01 -2.373889411032034218e+02 1.226430940621991112e+02
-5.393502378249885965e+01 2.482651243129293448e+02 -1.210203612507438180e+02
2.335224637598999493e+02 -6.080637000363167743e+01 1.047141351947470866e+02
-1.724864455246899979e+02 9.142771627019467928e+01 -1.604214063401258272e+02
2.420512989393585599e+02 -5.169794903355021631e+01 1.330101958558537660e+02
-6.701128169664714918e+00 -2.737391341178161497e+02 -4.425455941460825215e+01
-2.602343253355131765e+02 -1.046266476471913194e+02 4.523334272879855433e+01
1.265751511938214549e+02 -6.600334057027795609e+01 -2.470323353777559134e+02
2.129919247818525037e+02 -1.720805813825114683e+02 1.450180361247538130e+01
-2.901704416913241289e+02 -4.329160724503426927e+00 4.676213928214225035e+01
2.887546082894026611e+01 1.176983177343241351e+02 2.552464301242893612e+02
-1.411412928176410446e+02 2.246284435518547014e+02 8.418896454433293286e+01
1.092820793840217064e+01 -2.874944104170896821e+02 -5.282714848438299526e+01
4.161191236938979898e+01 -2.642947296186736708e+02 -6.575551005802360294e+01
-2.362283008022160118e+02 -2.612684024430484087e+00 1.470499852967200809e+02
8.992724077310785447e+01 -4.700275841658728382e+01 -2.724307721390104007e+02
-1.693792959870432355e+02 4.634196112471645534e+01 2.353885586989388514e+02
2.563047869936940515e+02 1.279005087504922500e+01 6.830190817764956535e+01
1.896645602608911361e+02 2.017439080535382914e+02 -1.583773853689039779e+00
6.524987328338023929e+01 7.417250213494968136e+01 -2.539731948480093706e+02
